paperid	authors	year	title	journal	vol	num	pages	article_num	doi	region	country_area	trop_sub	hab_gen	substrate	substrate2	mammals	birds	reptiles	amphibians	fish	invertebrates	plants	fungi	protists	prokaryotes	impact	method	markers	numregions	numsamp	numsamp_notes	summary	lat_approx	lon_approx	geo_notes	data_share	raw_data_archive	procdata_archive
eDNA289	S. A. Stephenson; T. M. Nelson; C. Streten; K. S. Gibb; D. Williams; P. Greenfield; A. A. Chariton	2018	Sea-level rise in northern Australia's Kakadu National Park: a survey of floodplain eukaryotes	Marine and Freshwater Research	69	7	1134-1145		10.1071/mf18067	Oceania	Australia	1	grassland	sediment		0	0	0	0	0	1	0	1	1	0	nutrients	DNA metabarcoding	18S	1	80		impact of saltwater intrusion (also floodplain morphology) on microeukaryotic communities	-12.579909	132.466364		1	N	CSIRO
eDNA290	V. Stevens; S. Thijs; E. Bongaerts; T. Nawrot; W. Marchal; J. Van Hamme; J. Vangronsveld	2021	Ambient Air Pollution Shapes Bacterial and Fungal Ivy Leaf Communities	Microorganisms	9	10	17	2088	10.3390/microorganisms9102088	Europe	Belgium	0	other terrestrial	organism microbiome	plants	0	0	0	0	0	0	0	1	0	1	pollution	DNA metabarcoding	16S; ITS2	2	192		impact of pollution on bacteria and fungi of ivy leaf surfaces	50.936546	5.317226		1	NCBI	N
eDNA291	T. Stoeck; L. Fruhe; D. Forster; T. Cordier; C. I. M. Martins; J. Pawlowski	2018	Environmental DNA metabarcoding of benthic bacterial communities indicates the benthic footprint of salmon aquaculture	Marine Pollution Bulletin	127		139-149		10.1016/j.marpolbul.2017.11.065	Europe	Norway	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	72		impact of fish farm on benthic bacteria	62.78225	6.923317		1	NCBI	N
eDNA292	T. Stoeck; R. Kochems; D. Forster; F. Lejzerowicz; J. Pawlowski	2018	Metabarcoding of benthic ciliate communities shows high potential for environmental monitoring in salmon aquaculture	Ecological Indicators	85		153-164		10.1016/j.ecolind.2017.10.041	Europe	UK	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	18S	1	15		impact of fish farm on benthic microeukaryotes	56.502	-5.5		1	NCBI	N
eDNA294	J. Sui; C. Ji; X. Wang; Z. Liu; R. Sa; Y. Hu; C. Wang; Q. Li; X. Liu	2019	A plant growth-promoting bacterium alters the microbial community of continuous cropping poplar trees' rhizosphere	Journal of Applied Microbiology	126	4	1209-1220		10.1111/jam.14194	Asia	China	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	species interaction	DNA metabarcoding	16S; ITS1	2	45		impact of adding plant-growth-promoting bacteria on soil bacteria and fungi	31.933333	117.133333		1	NCBI	N
eDNA295	N. Sukdeo; E. Teen; P. M. Rutherford; H. B. Massicotte; K. N. Egger	2019	Bacterial and fungal saprotrophs are strongly stimulated weeks to months after forest soil profile reconstruction	Pedobiologia	73		29-41		10.1016/j.pedobi.2019.01.001	North America	Canada	0	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	48		impact of soil reconstruction at a disturbed site on fungi and bacteria	54.2007	-123.16		1	NCBI	N
eDNA296	H. T. Sun; Q. Q. Chen; W. W. Chen; C. K. Qu; J. Z. Mo; J. X. Song; J. H. Guo; Y. L. Tian	2022	Assessment of biological community in riparian zone contaminated by PAHs: Linking source apportionment to biodiversity	Science of the Total Environment	851		10	158121	10.1016/j.scitotenv.2022.158121	Asia	China	1	freshwater	water		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; ITS1	3	9		"impact of aromatic hydrocarbon pollution on bacteria, fungi, protists, and invertebrates"	34.710484	110.136322		0	N	N
eDNA297	J. Sun; X. P. Chen; J. Yu; Z. Chen; L. H. Liu; Y. H. Yue; Z. W. Fu; M. Yang; F. S. Wang	2021	Deciphering Historical Water-Quality Changes Recorded in Sediments Using eDNA	Frontiers in Environmental Science	9		13	669582	10.3389/fenvs.2021.669582	Asia	China	1	freshwater	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	29		impact of historical pollution on bacterial communities based on DNA in sedimentary layers	26.451629	106.349864		1	NCBI	N
eDNA298	J. Sutherland; D. Mifsud; M. Stapleton; S. F. Spear; K. Greenwald	2020	Environmental DNA Assessment Reveals Restoration Success for Mudpuppies (Necturus maculosus)	Herpetologica	76	4	366-374		10.1655/0018-0831-76.4.366	North America	USA	0	freshwater	water		0	0	0	1	0	0	0	0	0	0	habitat structure	qPCR (DNA)	NA		19		impact of shoreline habitat restoration efforts on mudpuppy occupancy	42.203898	-83.12605		0	N	N
eDNA299	M. Tangherlini; C. Corinaldesi; F. Ape; S. Greco; T. Romeo; F. Andaloro; R. Danovaro	2021	Ocean Acidification Induces Changes in Virus-Host Relationships in Mediterranean Benthic Ecosystems	Microorganisms	9	4	16	769	10.3390/microorganisms9040769	Europe	Italy	0	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	50		"impact of acidification on ocean bacterial (and viral) communities (sample size from PCA plot, approximate)"	40.730883	13.963		1	NCBI	N
eDNA300	M. E. E. Temporiti; L. Nicola; C. E. Girometta; A. Roversi; C. Dacco; S. Tosi	2022	The Analysis of the Mycobiota in Plastic Polluted Soil Reveals a Reduction in Metabolic Ability	Journal of Fungi	8	12	20	1247	10.3390/jof8121247	Europe	Italy	0	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	0	pollution	DNA metabarcoding	ITS1	1	11		impact of microplastic on soil fungi	45.211334	9.057977		1	NCBI	N
eDNA301	M. Tessler; F. J. David; S. W. Cunningham; E. M. Herstoff	2023	Rewilding in Miniature: Suburban Meadows Can Improve Soil Microbial Biodiversity and Soil Health	Microbial Ecology			10		10.1007/s00248-023-02171-4	North America	USA	0	grassland	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	18		impact of habitat type (mowed lawn vs. meadow) on soil fungi and bacteria	40.310231	-74.522958		0	N	N
eDNA302	A. Teyssier; E. Matthysen; N. S. Hudin; L. de Neve; J. White; L. Lens	2020	Diet contributes to urban-induced alterations in gut microbiota: experimental evidence from a wild passerine	Proceedings of the Royal Society B-Biological Sciences	287	1920	9	20192182	10.1098/rspb.2019.2182	Europe	France	0	other terrestrial	organism microbiome	birds	0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	114		impact of urban land use (via change in diet) on temorarily captive house sparrow gut bacteria	43.2325	0.078056		1	NCBI	N
eDNA303	A. Teyssier; L. O. Rouffaer; N. S. Hudin; D. Strubbe; E. Matthysen; L. Lens; J. White	2018	Inside the guts of the city: Urban-induced alterations of the gut microbiota in a wild passerine	Science of the Total Environment	612		1276-1286		10.1016/j.scitotenv.2017.09.035	Europe	Belgium	0	other terrestrial	organism microbiome	birds	0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	405		impact of urban land use (via change in diet) on wild house sparrow gut bacteria	51.070992	4.266816		1	N	PANGEA
eDNA304	K. Theissinger; N. Roeder; S. Allgeier; A. J. Beermann; C. A. Bruehl; A. Friedrich; S. Michiels; K. Schwenk	2019	Mosquito control actions affect chironomid diversity in temporary wetlands of the Upper Rhine Valley	Molecular Ecology	28	18	4300-4316		10.1111/mec.15214	Europe	Germany	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	119		impact of Bt spraying on chironomids	49	8.25		1	NCBI	N
eDNA305	M. A. Timmers; C. P. Jury; J. Vicente; K. D. Bahr; M. K. Webb; R. J. Toonen	2021	Biodiversity of coral reef cryptobiota shuffles but does not decline under the combined stressors of ocean warming and acidification	Proceedings of the National Academy of Sciences of the United States of America	118	39	8	e2103275118	10.1073/pnas.2103275118	Oceania	Hawaii	1	marine	surface scrape		0	0	0	0	0	1	0	0	0	0	temperature + pollution	DNA metabarcoding	COI	1	22		impact of warming and acidification on Hawaiian marine invertebrates in mesocosms	21.432559	-157.790423		1	NCBI	GitHub
eDNA306	N. Tommasi; P. Biella; L. Guzzetti; J. V. Lasway; H. K. Njovu; A. Tapparo; G. Agostinetto; M. K. Peters; I. Steffan-Dewenter; M. Labra; A. Galimberti	2021	Impact of land use intensification and local features on plants and pollinators in Sub-Saharan smallholder farms	Agriculture Ecosystems & Environment	319		9	107560	10.1016/j.agee.2021.107560	Africa	Tanzania	1	other terrestrial	organism diet	invertebrates	0	0	0	0	0	0	1	0	0	0	habitat structure	DNA metabarcoding	ITS2	1	264		impact of land use intensification and local features on plants and pollinators	-3.349094	37.353951		1	MGnify (EMBL-EBI)	Figshare
eDNA307	N. Tommasi; P. Biella; D. Maggioni; L. Fallati; G. Agostinetto; M. Labra; P. Galli; A. Galimberti	2022	"DNA metabarcoding unveils the effects of habitat fragmentation on pollinator diversity, plant-pollinator interactions, and pollination efficiency in Maldive islands"	Molecular Ecology			11		10.1111/mec.16537	Asia	Maldives	1	other terrestrial	organism diet + whole organism		0	0	0	0	0	1	1	0	0	0	habitat structure	DNA barcoding / metabarcoding	COI; ITS2	2	333		"impact of habitat fragmentation on pollinators and the species of plants they feed on (barcoded insects, metabarcoded pollen)"	3.138972	73.008361		1	MGnify (EMBL-EBI)	Figshare
eDNA308	C. P. Trentini; P. I. Campanello; M. Villagra; J. Ferreras; M. Hartmann	2020	Thinning Partially Mitigates the Impact of Atlantic Forest Replacement by Pine Monocultures on the Soil Microbiome	Frontiers in Microbiology	11		18	1491	10.3389/fmicb.2020.01491	South America	Argentina	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	9		impact of forest management on soil microbiota	-26.166389	-54.440833		0	ENA	N
eDNA309	A. N. Turatsinze; B. T. Kang; T. Q. Zhu; F. J. Hou; S. Bowatte	2021	Soil Bacterial and Fungal Composition and Diversity Responses to Seasonal Deer Grazing in a Subalpine Meadow	Diversity-Basel	13	2	13	84	10.3390/d13020084	Asia	China	0	grassland	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS	2	8		impact of deer grazing on meadow soil bacteria and fungi	38.906683	99.526433		1	NCBI	N
eDNA310	N. E. Turley; L. Bell-Dereske; S. E. Evans; L. A. Brudvig	2020	Agricultural land-use history and restoration impact soil microbial biodiversity	Journal of Applied Ecology	57	5	852-863		10.1111/1365-2664.13591	North America	USA	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS1	2	126		impact of land use history on soil fungi and bacteria in longleaf pine forests	33.339899	-81.541612		1	NCBI	Dryad
eDNA311	M. Turon; M. Nygaard; G. Guri; O. S. Wangensteen; K. Praebel	2022	Fine-scale differences in eukaryotic communities inside and outside salmon aquaculture cages revealed by eDNA metabarcoding	Frontiers in Genetics	13		17	957251	10.3389/fgene.2022.957251	Europe	Norway	0	marine	water		0	0	0	0	0	1	0	1	1	0	pollution	DNA metabarcoding	COI	1	320		"impact of salmon farm on eukaryotes floating in sea water (detected some chordates, but mainly salmon and not a focus of the monitoring)"	69.860083	20.713967		1	NCBI	N
eDNA312	J. Turunen; V. Elbrecht; D. Steinke; J. Aroviita	2021	Riparian forests can mitigate warming and ecological degradation of agricultural headwater streams	Freshwater Biology	66	4	785-798		10.1111/fwb.13678	Europe	Finland	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	19		impact of agricultural land use on stream macroinvertebrates	63.7	24.25		1	NCBI	Dryad
eDNA313	N. Uchida; K. Kubota; S. Aita; S. Kazama	2020	Aquatic insect community structure revealed by eDNA metabarcoding derives indices for environmental assessment	Peerj	8		15	e9176	10.7717/peerj.9176	Asia	Japan	0	freshwater	water		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	12		impact of water quality on macroinvertebrates detected in river water samples	38.284178	140.744117		1	Figshare	Supplement
eDNA314	E. N. Ustinova; D. M. Schepetov; S. N. Lysenkov; A. V. Tiunov	2021	"Soil arthropod communities are not affected by invasive Solidago gigantea Aiton (Asteraceae), based on morphology and metabarcoding analyses"	Soil Biology & Biochemistry	159		10	108288	10.1016/j.soilbio.2021.108288	Europe	Russia	0	grassland	whole organism		0	0	0	0	0	1	0	0	0	0	invasive species	DNA metabarcoding	COI	1	36		impact of Solidago invasion on soil arthropods	55.76815	37.855017		0	N	N
eDNA315	M. van der Heyde; P. W. Bateman; M. Bunce; G. Wardell-Johnson; N. E. White; P. Nevill	2021	Scat DNA provides important data for effective monitoring of mammal and bird biodiversity	Biodiversity and Conservation	30	12	3585-3602		10.1007/s10531-021-02264-x	Oceania	Australia	1	forest	organism diet	vertebrates	1	1	1	0	0	0	0	0	0	0	habitat structure	DNA metabarcoding	12S	1	72		impact of mining disturbance on vertebrate communities as determined by scat metabarcoding	-32.5	116		1	Dryad	Dryad
eDNA316	M. van der Heyde; M. Bunce; K. Dixon; G. Wardell-Johnson; N. E. White; P. Nevill	2020	Changes in soil microbial communities in post mine ecological restoration: Implications for monitoring using high throughput DNA sequencing	Science of the Total Environment	749		12	142262	10.1016/j.scitotenv.2020.142262	Oceania	Australia	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	95		impact of mining disturbance on soil fungi and bacteria	-23	119.5		1	Dryad	Dryad
eDNA317	M. van der Heyde; M. Bunce; K. W. Dixon; K. Fernandes; J. Majer; G. Wardell-Johnson; N. E. White; P. Nevill	2022	Evaluating restoration trajectories using DNA metabarcoding of ground-dwelling and airborne invertebrates and associated plant communities	Molecular Ecology	31	7	2172-2188		10.1111/mec.16375	Oceania	Australia	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	30		impact of mining disturbance on soil and airborn invertebrates (metabarcoded from pitfall and vane traps)	-33	117		0	N	N (said Dryad but link dead)
eDNA318	V. Vasselon; F. Rimet; K. Tapolczai; A. Bouchez	2017	"Assessing ecological status with diatoms DNA metabarcoding: Scaling-up on a WFD monitoring network (Mayotte island, France)"	Ecological Indicators	82		12-Jan		10.1016/j.ecolind.2017.06.024	Africa	Mayotte (France)	1	freshwater	surface scrape		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL	1	80		impact of water quality on diatoms (compared metabarcoding to morphological index)	-12.844577	45.163569		0	N	N
eDNA319	A. M. Veach; W. K. Dodds; A. Jumpponen	2015	"Woody plant encroachment, and its removal, impact bacterial and fungal communities across stream and terrestrial habitats in a tallgrass prairie ecosystem"	Fems Microbiology Ecology	91	10	11	fiv109	10.1093/femsec/fiv109	North America	USA	0	grassland + freshwater	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	96		impact of shrub encroachment on soil and stream sediment fungi and bacteria	39.107273	-96.608653		1	NCBI	N
eDNA320	F. Venice; A. Vizzini; A. Frascella; G. Emiliani; R. Danti; G. Della Rocca; A. Mello	2021	Localized reshaping of the fungal community in response to a forest fungal pathogen reveals resilience of Mediterranean mycobiota	Science of the Total Environment	800		14	149582	10.1016/j.scitotenv.2021.149582	Europe	Italy	0	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	42		impact of disease-related chestnut dieback on soil fungi	43.900311	11.679128		0	N	N
eDNA321	F. Vitali; A. Raio; F. Sebastiani; P. Cherubini; D. Cavalieri; C. Cocozza	2019	Environmental pollution effects on plant microbiota: the case study of poplar bacterial-fungal response to silver nanoparticles	Applied Microbiology and Biotechnology	103	19	8215-8227		10.1007/s00253-019-10071-2	Europe	Switzerland	0	forest	organism microbiome	plants	0	0	0	0	0	0	0	1	0	1	pollution	DNA metabarcoding	16S; ITS1	2	24		impact of silver nanoparticle pollution on tree leaf and root surface bacterial and fungal microbiome	47.3607	8.455549		1	NCBI	N
eDNA322	J. Voisin; B. Cournoyer; L. Marjolet; A. Vienney; F. Mermillod-Blondin	2020	"Ecological assessment of groundwater ecosystems disturbed by recharge systems using organic matter quality, biofilm characteristics, and bacterial diversity"	Environmental Science and Pollution Research	27	3	3295-3308		10.1007/s11356-019-06971-5	Europe	France	0	freshwater	water		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	12		impact of aboveground land cover on groundwater bacteria	45.746422	4.879416		1	ENA	N
eDNA325	X. Y. Wang; F. Y. Hua; L. Wang; D. S. Wilcove; D. W. Yu	2019	The biodiversity benefit of native forests and mixed-species plantations over monoculture plantations	Diversity and Distributions	25	11	1721-1735		10.1111/ddi.12972	Asia	China	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	71		impact of forest type (plantation vs natural) on arthropod biodiversity (metabarcoding pan trap samples)	29.67	103.167		1	Dryad	GitHub
eDNA326	O. S. Wangensteen; E. Cebrian; C. Palacin; X. Turon	2018	Under the canopy: Community-wide effects of invasive algae in Marine Protected Areas revealed by metabarcoding	Marine Pollution Bulletin	127		54-66		10.1016/j.marpolbul.2017.11.033	Europe	Spain	0	marine	surface scrape		0	0	0	0	0	1	0	0	1	0	invasive species	DNA metabarcoding	18S; COI	2	36		impact of invasive macroalgae on benthic protists and invertebrates	42.214608	-8.897317		1	Mendeley	Supplement
eDNA328	N. H. Wehr; K. M. Kinney; N. H. Nguyen; C. P. Giardina; C. M. Litton	2019	Changes in soil bacterial community diversity following the removal of invasive feral pigs from a Hawaiian tropical montane wet forest	Scientific Reports	9		9	14681	10.1038/s41598-019-48922-7	Oceania	Hawaii (USA)	1	forest	sediment		0	0	0	0	0	0	0	0	0	1	invasive species	DNA metabarcoding	16S	1	27		impact of feral pigs on forest soil bacteria	19.511	-155.272		1	MG-RAST	N
eDNA356	S. M. Wineland; S. M. Welch; T. K. Pauley; J. J. Apodaca; M. Olszack; J. J. Mosher; J. N. Holmes; J. L. Waldron	2019	Using environmental DNA and occupancy modelling to identify drivers of eastern hellbender (Cryptobranchus alleganiensis alleganiensis) extirpation	Freshwater Biology	64	1	208-221		10.1111/fwb.13210	North America	USA	0	freshwater	water		0	0	0	1	0	0	0	0	0	0	pollution	qPCR (DNA)	NA		49		impact of water quality on eastern hellbender persistence (occupancy)	38.501333	-79.842573		0	N	N
eDNA330	D. I. Wolf; M. L. Vis	2020	Stream Algal Biofilm Community Diversity Along An Acid Mine Drainage Recovery Gradient Using Multimarker Metabarcoding	Journal of Phycology	56	1	22-Nov		10.1111/jpy.12935	North America	USA	1	freshwater	surface scrape		0	0	0	0	0	0	0	1	1	1	pollution	DNA metabarcoding	16S; 18S; UPA; rbcL	4	24		"impact of acid mine drainage on bacteria, fungi, and eukaryotic algae in streams"	39.403431	-82.088135		1	NCBI	N
eDNA331	N. I. Won; K. H. Kim; J. H. Kang; S. R. Park; H. J. Lee	2017	Exploring the Impacts of Anthropogenic Disturbance on Seawater and Sediment Microbial Communities in Korean Coastal Waters Using Metagenomics Analysis	International Journal of Environmental Research and Public Health	14	2	17	130	10.3390/ijerph14020130	Asia	South Korea	1	marine	sediment + water		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	29		impact of sand mining on water and sediment bacterial communities	34.250833	128.394667		0	N	N
eDNA332	Y. W. Xie; T. Floehr; X. W. Zhang; H. X. Xiao; J. H. Yang; P. Xia; G. A. Burton; H. Hollert	2018	In situ microbiota distinguished primary anthropogenic stressor in freshwater sediments	Environmental Pollution	239		189-197		10.1016/j.envpol.2018.03.099	Asia	China	1	freshwater	sediment		0	0	0	0	0	0	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	36		impact of pollution on freshwater sediment bacterial and eukaryotic microbes	30.824211	111.000969		1	NCBI	N
eDNA333	Y. W. Xie; X. W. Zhang; J. H. Yang; S. Kim; S. J. Hong; J. P. Giesy; U. H. Yim; W. J. Shim; H. X. Yu; J. S. Khim	2018	eDNA-based bioassessment of coastal sediments impacted by an oil spill	Environmental Pollution	238		739-748		10.1016/j.envpol.2018.02.081	Asia	South Korea	0	marine	sediment		0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S; COI	3	26		"impact of oil pollution on bacteria, protists, and invertebrates in marine sediments"	36.648651	126.296575		1	NCBI	N
eDNA334	W. Xiong; P. Ni; Y. Y. Chen; Y. C. Gao; S. G. Li; A. B. Zhan	2019	Biological consequences of environmental pollution in running water ecosystems: A case study in zooplankton	Environmental Pollution	252		1483-1490		10.1016/j.envpol.2019.06.055	Asia	China	0	freshwater	water		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	18S	1	69		impact of water quality on zooplankton	46	128		0	N	N
eDNA335	L. F. Xu; D. D. Yang; Y. Z. Wang; J. Y. Li; X. C. Guo; C. Zeng; H. B. Jiang; M. An; J. Shao	2023	Environmental DNA Captures Variations in Fish Assemblages with Distance from Dams in Karst Reservoirs	Water	15	1	12	73	10.3390/w15010073	Asia	China	1	freshwater	water		0	0	0	0	1	0	0	0	0	0	pollution	DNA metabarcoding	12S	1	16		impact of habitat changes associated with a dam on upstream fish communities	24.683333	104.8		1	NCBI	N
eDNA336	X. M. Xu; Y. B. Yuan; Z. L. Wang; T. Zheng; H. T. Cai; M. L. Yi; T. H. Li; Z. J. Zhao; Q. Chen; W. L. Sun	2023	Environmental DNA metabarcoding reveals the impacts of anthropogenic pollution on multitrophic aquatic communities across an urban river of western China	Environmental Research	216		12	114512	10.1016/j.envres.2022.114512	Asia	China	1	freshwater	water		0	0	0	0	1	1	0	0	1	1	pollution	DNA metabarcoding	16S; 23S; COI; 12S	4	52		"impact of water quality on bacteria, protists, invertebrates, and fish in an urban river"	30.066667	104		0	N	N
eDNA337	H. Yamanaka; T. Minamoto	2016	The use of environmental DNA of fishes as an efficient method of determining habitat connectivity	Ecological Indicators	62		147-153		10.1016/j.ecolind.2015.11.022	Asia	Japan	1	freshwater	water		0	0	0	0	1	0	0	0	0	0	movement barrier	qPCR (DNA)	cytb	1	90		impact of dams on presence of 3 species of fish along a stretch of river	34.852187	135.662194		0	N	N
eDNA338	D. Yan; N. J. C. Gellie; J. G. Mills; G. Connell; A. Bissett; A. J. Lowe; M. F. Breed	2020	A soil archaeal community responds to a decade of ecological restoration	Restoration Ecology	28	1	63-72		10.1111/rec.13033	Oceania	Australia	0	forest	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	40		impact of forest restoration on soil archaea communities	-35.128923	138.680159		1	NCBI	Figshare
eDNA339	D. F. Yan; A. Bissett; N. Gellie; J. G. Mills; A. J. Lowe; M. F. Breed	2020	Soil bacterial community differences along a coastal restoration chronosequence	Plant Ecology	221	9	795-811		10.1007/s11258-019-00979-0	Oceania	Australia	0	forest	sediment		0	0	0	0	0	0	0	0	0	1	habitat structure	DNA metabarcoding	16S	1	22		impact of reforestation on soil bacteria at a coastal restoration site	-35.63	138.12		1	NCBI	Figshare
eDNA340	D. F. Yan; J. G. Mills; N. J. C. Gellie; A. Bissett; A. J. Lowe; M. F. Breed	2018	High-throughput eDNA monitoring of fungi to track functional recovery in ecological restoration	Biological Conservation	217		113-120		10.1016/j.biocon.2017.10.035	Oceania	Australia	0	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS1	1	42		impact of forest restoration on soil fungi communities	-35.114091	138.687128		1	NCBI	AEKOS
eDNA341	J. H. Yang; K. Jeppe; V. Pettigrove; X. W. Zhang	2018	Environmental DNA Metabarcoding Supporting Community Assessment of Environmental Stressors in a Field-Based Sediment Microcosm Study	Environmental Science & Technology	52	24	14469-14479		10.1021/acs.est.8b04903	Oceania	Australia	0	freshwater	sediment		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S	2	25		"impact of copper on protists, fungi, bacteria, and metazoans (invertebrates)"	-37.73824	145.195265		0	N	N
eDNA342	J. H. Yang; Y. W. Xie; K. Jeppe; S. Long; V. Pettigrove; X. W. Zhang	2018	Sensitive Community Responses of Microbiota to Copper in Sediment Toxicity Test	Environmental Toxicology and Chemistry	37	2	599-608		10.1002/etc.3980	Oceania	Australia	0	freshwater	sediment		0	0	0	0	0	0	0	1	1	1	pollution	DNA metabarcoding	16S; 18S	2	30		"impact of copper on protists, fungi, bacteria within sediments of amphipod and chironomid toxicity mesocosm tests"	-37.73824	145.195265		1	NCBI	N
eDNA343	J. H. Yang; X. W. Zhang	2020	eDNA metabarcoding in zooplankton improves the ecological status assessment of aquatic ecosystems	Environment International	134		9	105230	10.1016/j.envint.2019.105230	Asia	China	1	freshwater	water		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	102		impact of water quality on zooplankton (compared to morphology based quality index)	31.304872	120.142847		0	N	N
eDNA344	N. Yang; Y. Li; W. L. Zhang; L. Lin; B. Qian; L. F. Wang; L. H. Niu; H. J. Zhang	2020	Cascade dam impoundments restrain the trophic transfer efficiencies in benthic microbial food web	Water Research	170		11	115351	10.1016/j.watres.2019.115351	Asia	China	1	freshwater	water		0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	15		"impact of water quality (affected by dams) on bacteria, protists, and invertebrates"	32	112		0	N	N
eDNA345	L. J. Zantis; T. Bosker; F. Lawler; S. E. Nelms; R. O'Rorke; R. Constantine; M. Sewell; E. L. Carroll	2022	Assessing microplastic exposure of large marine filter-feeders	Science of the Total Environment	818		9	151815	10.1016/j.scitotenv.2021.151815	Oceania	New Zealand	0	marine	organism diet	mammals	0	0	0	0	1	1	0	0	0	0	pollution	DNA metabarcoding	NA	1	21		impact of microplastics on whale diet	-36.689156	175.134117		1	NCBI	Supplement
eDNA346	A. Zarate; V. Molina; J. Valdes; G. Icaza; S. E. Vega; A. Castillo; J. A. Ugalde; C. Dorador	2023	Spatial co-occurrence patterns of benthic microbial assemblage in response to trace metals in the Atacama Desert Coastline	Frontiers in Microbiology	13		16	1020491	10.3389/fmicb.2022.1020491	South America	Chile	1	marine	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA/RNA metabar.	16S	1	66		impacts of metal pollutants on bacterial composition of marine sediments	-23.344267	-70.643278		0	N	N
eDNA347	Q. C. Zeng; A. Lebreton; X. W. Man; L. K. Jia; G. S. Wang; S. Gong; M. Buee; G. Wu; Y. C. Dai; Z. L. Yang; F. M. Martin	2022	"Ecological Drivers of the Soil Microbial Diversity and Composition in Primary Old-Growth Forest and Secondary Woodland in a Subtropical Evergreen Broad-Leaved Forest Biome in the Ailao Mountains, China"	Frontiers in Microbiology	13		16	908257	10.3389/fmicb.2022.908257	Asia	China	1	forest	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS1	2	144		impact of forest succession on soil fungi and bacteria	24.516667	101.016667		1	NCBI	N
eDNA348	K. Zhang; S. L. Lin; Y. Q. Ji; C. X. Yang; X. Y. Wang; C. Y. Yang; H. S. Wang; H. S. Jiang; R. D. Harrison; D. W. Yu	2016	Plant diversity accurately predicts insect diversity in two tropical landscapes	Molecular Ecology	25	17	4407-4419		10.1111/mec.13770	Asia	China	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	49		impact of plant species richness on arthropod communities	19.00766685	109.372838		1	NCBI	Dryad
